,mean_histogram,num_channels,num_classes,resolution_0,resolution_1,sequence_size
imagenette_num_classes_3_num_dev_examples_967_num_test_examples_435_resolution_128_num_channels_3,"[14108.66  1400.12   945.86  1448.29   938.85  1411.88  1675.    1742.52
  1232.18  1853.83  1903.21  1239.38  1558.08   940.77  1443.97   964.63
  1389.9    962.4   1480.09   986.91  1510.36  1565.68  1046.28  1752.4
 24755.78  1446.83  1194.69  1409.96   940.28  1456.04  1408.79  1065.48
  1571.98  1122.04  1587.95  1185.63  1826.05  1166.16  1401.89   958.55
  1477.24  1409.84   958.27  1590.83  1004.67  1538.32  1022.73  1603.33
  1125.39  1745.28  1481.74   958.87  1445.3    990.46  1462.21   969.43
  1609.99  1074.89  1770.47  1134.11  1707.77  1894.69  1345.49  1499.45
  1024.22  1554.24  1023.45  1494.38  1016.53  1755.58  1779.1   1205.9
  1808.07  1214.94  2847.37  1481.77  1920.28  1290.67  1951.18  1308.18
  1989.76  2495.8   1924.01  2990.29  1908.14  2706.57  1859.73  6328.9
  2552.39  3447.89  3089.34  2010.53  3079.64  3012.27  2755.9   1042.65
  1523.79  1038.    1643.19  1713.23]",3,10,256,256,1
imagenette_num_classes_4_num_dev_examples_2520_num_test_examples_544_resolution_256_num_channels_3,"[ 9830.21  1450.05   975.61  1497.09   978.19  1490.37  1779.19  2081.37
  1261.18  2037.99  2010.14  1224.73  1660.61   988.21  1487.87   986.56
  1453.12   985.36  1523.86  1076.9   1563.14  1619.86  1103.07  1626.44
 25131.55  1482.23   983.44  1454.92   983.14  1500.49  1441.27  1067.93
  1716.99  1068.75  1651.34  1133.55  1704.41  1219.36  1468.6    985.28
  1533.4   1464.79   997.46  1562.03  1065.23  1592.05  1052.3   1680.38
  1138.53  2049.51  1563.88  1020.25  1493.34  1051.4   1536.11  1014.33
  1618.48  1159.95  1854.25  1175.88  1754.57  1866.35  1810.3   1589.74
  1059.66  1636.32  1082.07  1595.27  1086.72  1881.78  1911.85  1258.35
  2023.31  1348.17  3115.94  1646.61  2110.35  1421.6   2082.2   1364.71
  2122.93  2542.16  1882.55  2937.28  1825.14  2694.92  1839.63  5529.44
  2312.08  3396.69  3232.34  1964.66  2960.62  3308.06  2238.87  1079.22
  1535.59  1062.63  1719.17  1470.23]",3,10,256,256,1
kmnist_num_classes_10_num_dev_examples_63000_num_test_examples_7000_resolution_16_num_channels_1_original,"[144.5    0.4    0.25   0.53   0.38   0.44   1.15   1.95   2.34   1.66
   1.61   2.13   1.35   0.63   0.42   0.53   0.45   0.68   0.67   0.18
   0.63   0.59   0.3    0.73   2.99   4.93   2.74   0.79   0.78   0.67
   0.46   0.6    0.61   0.86   0.72   0.77   0.52   1.12   0.57   0.41
   0.66   0.49   0.45   0.41   0.42   0.63   0.48   0.73   0.75   0.75
  33.67   0.26   0.42   0.42   0.33   0.5    0.46   0.46   0.93   0.87
   0.94   0.45   0.97   0.82   0.42   0.77   0.47   0.37   0.5    0.64
   0.49   0.6    0.59   0.48   0.56   0.58   0.4    0.46   0.56   0.68
   0.62   0.79   0.6    0.64   0.59   0.86   0.68   0.67   0.83   0.87
   0.8    0.69   0.79   0.79   0.68   0.62   0.56   0.75   0.53   2.76]",1,10,16,16,1
kmnist_num_classes_4_num_dev_examples_17800_num_test_examples_2064_resolution_32_num_channels_1,"[149.8    0.36   0.41   0.24   0.32   0.46   1.3    1.64   2.41   1.3
   1.3    1.64   1.05   0.59   0.31   0.55   0.42   0.34   0.47   0.54
   0.51   0.54   0.38   0.53   3.44   4.91   2.27   1.31   0.45   0.45
   0.49   0.57   0.55   0.48   0.93   0.76   0.48   0.72   0.56   0.43
   0.59   0.61   0.33   0.55   0.65   0.8    0.5    0.98   0.71   0.34
  28.92   0.47   0.58   0.46   0.59   0.4    0.52   0.65   0.79   0.52
   0.89   0.83   1.14   0.79   0.72   0.67   0.68   0.74   0.38   0.77
   0.63   0.77   0.94   0.63   0.38   0.38   0.6    0.67   0.8    0.6
   0.75   0.4    0.58   0.86   0.52   0.62   0.87   0.66   0.65   0.88
   0.61   0.74   1.1    0.87   0.94   0.5    0.53   0.81   0.35   2.58]",1,10,16,16,1
kmnist_num_classes_8_num_dev_examples_28504_num_test_examples_3000_resolution_16_num_channels_1,"[153.55   0.24   0.41   0.52   0.52   0.49   1.48   2.11   2.6    1.84
   1.43   1.68   1.19   0.66   0.52   0.72   0.44   0.37   0.58   0.54
   0.51   0.77   0.46   0.56   2.52   5.99   2.6    1.02   0.53   0.33
   0.38   0.72   0.62   0.77   0.49   0.82   0.98   0.5    0.93   0.39
   0.72   0.45   0.63   0.54   0.57   0.7    0.49   0.62   0.72   0.48
  21.02   0.5    0.57   0.39   0.7    0.45   0.45   0.88   0.76   0.63
   1.03   1.02   0.66   0.82   0.57   0.57   0.76   0.54   0.57   0.44
   0.52   0.72   0.71   0.74   0.67   0.47   0.92   0.72   0.93   0.71
   0.76   0.61   0.74   0.62   0.51   0.51   0.75   0.59   0.91   0.91
   0.83   0.64   0.74   0.73   1.15   0.68   0.48   0.61   0.58   2.51]",1,10,16,16,1
malaria_num_classes_2_num_dev_examples_12890_num_test_examples_2346_resolution_256_num_channels_3,"[29896.52   166.47   109.58   167.     109.94   165.79   114.17   191.62
   116.16   166.36   174.7    119.54   163.28   110.82   163.91   111.02
   160.36   116.8    167.86   123.2    191.22   178.86   118.2    172.58
  2538.31   171.3    108.75   162.99   109.95   172.91   159.42   114.76
   194.1    124.75   171.44   122.88   165.17   114.1    159.74   109.11
   168.71   170.6    107.62   170.36   118.96   186.09   113.55   186.81
   107.75   157.35   165.31   110.63   168.93   110.23   166.81   112.21
   166.96   129.51   190.78   118.21   185.51   165.47   114.38   164.9
   116.61   165.39   114.94   167.12   114.76   187.25   191.28   122.97
   185.95   111.81   161.7    115.8    182.89   118.89   175.23   109.73
   181.29   183.93   143.54   203.79   136.8    200.99   144.79   302.33
   559.75   880.08   720.88   377.03   218.82   106.67   187.22   117.7
   174.43   117.53   174.03   144.8 ]",3,2,128,128,1
malaria_num_classes_2_num_dev_examples_17904_num_test_examples_88_resolution_256_num_channels_3,"[29422.42   170.7    113.83   169.52   113.72   169.84   112.52   192.63
   120.14   182.25   171.87   120.24   162.61   111.35   174.57   112.27
   163.34   121.64   172.31   120.13   184.47   187.41   119.92   176.68
  2598.88   168.66   114.37   166.95   112.61   176.81   162.24   116.27
   194.97   126.25   175.06   124.9    168.61   118.35   163.55   108.84
   179.79   172.69   113.63   175.99   123.22   186.81   121.96   189.19
   115.43   163.9    171.08   107.59   166.58   111.74   175.75   113.36
   177.63   131.35   193.74   116.63   193.5    171.9    115.15   167.65
   119.87   170.98   122.05   168.64   118.45   189.83   192.18   124.56
   193.85   117.84   171.23   119.81   190.67   119.24   179.32   114.61
   189.96   183.01   148.99   201.75   133.58   206.51   142.2    257.79
   572.28   916.71   794.17   379.67   242.1    112.6    190.47   124.79
   176.25   119.94   173.59   152.55]",3,2,128,128,1
mnist_num_classes_7_num_dev_examples_11612_num_test_examples_2660_resolution_32_num_channels_1,"[1.1315e+02 1.0000e-02 1.0000e-02 4.0000e-02 2.0000e-02 3.0000e-02
 3.7000e-01 5.2000e-01 8.0000e-01 6.5000e-01 8.1000e-01 8.6000e-01
 6.7000e-01 4.7000e-01 9.0000e-02 4.0000e-02 2.3000e-01 2.3000e-01
 2.1000e-01 2.6000e-01 1.5000e-01 1.2000e-01 1.2000e-01 3.0000e-02
 1.1000e-01 3.6000e-01 3.6000e-01 4.4000e-01 1.9000e-01 1.3000e-01
 1.0000e-01 1.4000e-01 3.1000e-01 1.4000e-01 1.7000e-01 7.0000e-02
 1.3000e-01 1.5000e-01 9.0000e-02 1.2000e-01 8.0000e-02 5.0000e-02
 1.1000e-01 1.7000e-01 4.0000e-02 2.0000e-02 1.1000e-01 2.0000e-02
 8.0000e-02 5.0000e-02 1.2812e+02 5.0000e-02 1.0000e-01 0.0000e+00
 2.0000e-02 5.0000e-02 3.0000e-02 5.0000e-02 2.1000e-01 1.0000e-02
 1.1000e-01 1.7000e-01 7.0000e-02 1.0000e-01 2.0000e-01 1.1000e-01
 2.1000e-01 1.3000e-01 5.0000e-02 1.9000e-01 7.0000e-02 5.0000e-02
 5.0000e-02 1.0000e-01 1.1000e-01 6.0000e-02 7.0000e-02 5.0000e-02
 1.1000e-01 0.0000e+00 1.0000e-02 3.0000e-02 5.0000e-02 3.0000e-02
 1.0000e-02 0.0000e+00 7.0000e-02 7.0000e-02 7.0000e-02 5.0000e-02
 1.0000e-02 4.0000e-02 5.0000e-02 1.0000e-01 7.0000e-02 0.0000e+00
 8.0000e-02 7.0000e-02 8.0000e-02 8.3000e-01]",1,10,16,16,1
omniglot_num_classes_15_num_dev_examples_216_num_test_examples_90_resolution_64_num_channels_3,"[9.10725e+03 7.50000e-01 5.10000e-01 4.50000e-01 3.90000e-01 5.40000e-01
 1.35000e+00 3.90000e-01 9.30000e-01 2.52000e+00 8.40000e-01 1.71000e+00
 1.44000e+00 5.10000e-01 3.30000e-01 3.60000e-01 3.30000e-01 1.20000e-01
 6.90000e-01 4.20000e-01 3.69000e+00 4.20000e-01 2.10000e-01 3.00000e-01
 1.93350e+02 9.12000e+01 1.24512e+03 9.90000e-01 1.11000e+00 4.77000e+00
 2.52000e+00 2.55000e+00 1.11000e+00 1.26000e+00 5.34000e+00 5.49000e+00
 7.50000e-01 3.36000e+00 1.92000e+00 6.33000e+00 1.41000e+00 1.77000e+00
 9.60000e-01 1.62000e+00 4.80000e-01 6.18000e+00 4.29000e+00 7.50000e-01
 2.70000e+00 1.59000e+00 1.44000e+00 3.60000e-01 8.40000e-01 1.80000e+00
 1.17000e+00 4.50000e-01 2.40000e+00 1.44000e+00 9.30000e-01 6.30000e-01
 7.80000e-01 5.70000e-01 9.00000e-01 6.90000e-01 3.00000e-01 1.32000e+00
 3.60000e-01 6.60000e-01 3.09000e+00 1.02000e+00 4.20000e-01 5.70000e-01
 2.70000e-01 7.20000e-01 8.10000e-01 7.20000e-01 9.30000e-01 5.40000e-01
 6.30000e-01 2.25000e+00 9.90000e-01 7.80000e-01 4.14000e+00 1.38000e+00
 1.86000e+00 2.76000e+00 1.80000e+00 2.73000e+00 1.92000e+00 4.20000e-01
 7.80000e-01 8.70000e-01 1.38000e+00 2.64000e+00 1.83210e+02 2.68800e+01
 4.61100e+01 1.02000e+00 1.57800e+01 1.24617e+03]",3,1623,64,64,1
oxford_iiit_pet_num_classes_35_num_dev_examples_5384_num_test_examples_315_resolution_512_num_channels_3,"[ 6231.88  1475.25   991.04  1520.2   1011.01  1503.86  3034.24  2531.73
  1349.31  2309.35  2235.34  1544.57  1715.92   999.77  1540.76  1009.3
  1480.78  1020.76  1579.43  1157.21  1584.    1632.67  1143.21  1607.82
 25325.58  1527.45  1005.94  1500.62   995.15  1532.95  1482.64  1234.3
  1720.73  1130.22  1702.22  1092.56  1752.57  1224.1   1492.53  1014.64
  1536.64  1507.27  1018.62  1802.37  1149.68  1635.4   1091.05  1723.5
  1095.81  1839.24  1611.15  1044.47  1514.28  1060.8   1573.34  1027.23
  1836.86  1278.2   1984.32  1352.16  1952.94  2067.35  1447.86  1699.48
  1138.4   1725.21  1135.64  1676.51  1119.7   2107.32  2009.55  1307.58
  1985.26  1275.6   2207.78  1481.25  2207.25  1471.67  2202.49  1501.09
  2231.55  2766.45  1939.18  3035.75  1953.15  2903.26  1973.28  5066.89
  2625.04  3295.44  2950.02  1814.13  2707.76  2403.78  1807.09  1059.51
  1577.54  1100.09  1652.42  1399.74]",3,37,256,256,1
plant_village_num_classes_23_num_dev_examples_26184_num_test_examples_1357_resolution_128_num_channels_3,"[ 3351.5    208.98   150.49   247.57   191.36   411.19  4158.5   6200.53
  3631.66  5070.66  4143.29  2886.72  1693.84   174.28   238.31   154.84
   233.7    168.41  1436.35  2742.68  3194.68  2220.12   628.48   388.82
 24281.5    196.62   131.46   208.74   152.35   259.81   333.82  3450.35
  5045.82  3012.23  3857.27  1933.6   2959.58  1178.26   243.07   148.19
   211.88   219.71   162.67  1481.26  2766.77  3082.67  1590.42  1071.03
   238.37   218.53   208.34   130.72   208.13   162.27   261.6    207.
  3996.92  3794.77  4990.58  3006.52  3510.52  3774.86  1595.17   271.02
   172.79   257.86   161.57   246.62   191.68  4071.67  3078.34  1561.22
  1055.81   277.41   305.34   254.96   381.57   250.24   394.03   296.84
   558.89  4458.69  4025.62  5785.51  3721.27  4708.93  3350.24  5731.45
  4157.55  4619.    3063.71   775.25   388.02   184.85  3963.01  2021.78
  2328.61   702.01   399.85   224.45]",3,38,256,256,1
plant_village_num_classes_36_num_dev_examples_37526_num_test_examples_2700_resolution_256_num_channels_3,"[ 2542.44   213.88   149.67   241.45   183.41   382.87  3592.91  5853.52
  3409.73  4484.54  4406.72  2819.84  1539.17   181.72   253.52   162.54
   248.86   178.89  1360.73  2870.19  3543.07  2167.49   764.8   1019.94
 24235.08   210.54   138.55   214.75   154.93   256.89   307.6   3055.24
  4922.86  2957.71  3538.41  2223.75  3050.52  1128.88   249.9    155.21
   228.47   233.19   167.08  1402.6   2757.63  3514.05  1554.92  1215.49
   508.07   402.34   218.95   136.92   213.07   160.08   256.14   196.75
  3486.9   3480.78  4991.11  2734.68  3971.61  3838.4   1427.31   270.88
   174.68   261.07   168.6    255.25   205.98  3981.1   3451.76  1521.12
  1231.61   520.77   434.82   224.69   340.36   240.19   404.98   327.91
   575.77  3774.1   3702.9   5597.72  3308.21  5093.27  3284.85  5399.56
  4199.56  5042.89  3204.06  1035.23   961.46   312.95  3929.72  2256.86
  2450.77   807.94   782.75   402.4 ]",3,38,256,256,1
rock_paper_scissors_num_classes_2_num_dev_examples_198_num_test_examples_96_resolution_256_num_channels_3,"[31947.59   987.94   710.26  1088.17   755.55   980.12   712.29  1064.21
   858.26  1008.17  1086.26   726.95  1045.27   598.36  1051.16   677.6
   997.06   660.24  1037.69   601.19   974.85  1190.24   683.31  1008.46
 25338.2    996.45   653.7   1116.99   667.48  1106.36   924.37   666.64
   960.48   703.27   988.87   659.21   918.09   837.2   1068.88   848.17
  1287.46  1354.47   759.98  1267.46   829.08  1244.83   755.03  1198.15
   903.18  1491.29  1140.98   772.19   992.89   737.38  1214.76   744.61
  1082.96   873.21  1166.13   744.48  1112.61  1246.71  3144.86  1510.06
   979.2   1461.08  1050.06  1514.32  1191.13  1721.14  1651.86  1090.56
  1742.67  1203.99  9183.68  2554.84  1663.12   998.23  1395.19   941.34
  1530.42  1389.1    897.43  1236.56   821.24  1195.41   880.56  2130.84
   926.83  1245.26  1300.04   934.13  1546.22 19210.65  6542.85   909.43
  1330.83   934.76  1470.88  1351.83]",3,3,256,256,1
rock_paper_scissors_num_classes_2_num_dev_examples_308_num_test_examples_242_resolution_512_num_channels_3,"[40785.17   938.23   672.61  1011.76   696.89   892.21   628.51   970.06
   778.86   922.14  1014.1    662.61   949.91   549.06   955.34   616.42
   888.58   601.17   934.71   561.03   882.29  1095.8    615.01   939.4
 25283.22   934.33   600.27  1025.41   622.77  1019.69   849.15   597.23
   896.68   649.49   916.37   622.42   834.78   780.94   996.26   787.76
  1186.05  1250.55   685.05  1165.13   759.24  1139.07   680.95  1090.59
   824.05  1352.19  1052.51   693.47   912.73   679.56  1129.69   680.56
  1009.82   775.18  1064.55   666.06  1032.37  1140.91  3262.19  1401.75
   900.88  1355.37   970.97  1399.24  1099.66  1614.68  1500.52  1000.95
  1596.29  1103.38  8407.23  2336.94  1520.29   916.66  1266.93   836.34
  1395.87  1251.34   828.18  1107.34   764.7   1087.45   785.52  1873.97
   872.53  1187.02  1221.02   862.01  1417.39 17923.16  7942.49   863.13
  1242.95   882.85  1372.4   1287.49]",3,3,256,256,1
rock_paper_scissors_num_classes_2_num_dev_examples_418_num_test_examples_14_resolution_512_num_channels_3,"[37102.1    961.67   679.12  1048.16   720.38   946.93   660.28  1002.7
   821.27   958.11  1034.56   700.81   991.21   584.58  1014.39   655.46
   961.9    665.38   996.56   596.32   939.    1165.54   650.43   988.37
 25318.75   978.4    619.67  1077.2    649.99  1071.53   876.45   645.92
   916.     691.24   953.6    656.71   871.6    786.86  1020.56   775.43
  1196.98  1274.75   701.59  1199.28   782.95  1197.14   702.37  1127.38
   845.22  1457.75  1082.91   725.14   954.09   694.25  1152.39   705.12
  1047.02   835.11  1111.5    680.82  1066.65  1171.31  2971.93  1454.47
   934.47  1375.71  1028.8   1452.35  1119.44  1639.76  1586.94  1032.37
  1627.03  1122.38  8269.34  2331.73  1568.37   957.23  1301.19   849.61
  1432.72  1295.07   857.73  1150.47   789.75  1157.47   846.    2029.43
   930.43  1229.83  1274.05   914.19  1485.28 18530.71  7409.67   908.56
  1342.59   960.03  1486.61  1487.43]",3,3,256,256,1
rock_paper_scissors_num_classes_2_num_dev_examples_600_num_test_examples_104_resolution_512_num_channels_3,"[37039.34   961.83   676.97  1059.94   715.27   941.61   674.36  1013.21
   825.21   955.21  1045.26   707.81   993.5    559.49  1013.94   640.87
   956.87   618.88   978.81   576.17   929.02  1136.27   649.79   955.02
 25339.46   979.67   604.85  1064.07   640.17  1072.61   881.75   653.2
   907.24   670.03   945.17   637.82   874.37   805.26  1041.97   829.1
  1203.02  1274.95   726.13  1218.15   788.51  1199.13   719.04  1137.66
   855.34  1441.77  1073.18   751.93   938.17   713.07  1198.19   700.01
  1041.92   829.9   1128.33   709.95  1071.3   1179.29  2681.38  1413.01
   912.38  1375.12   999.61  1453.63  1126.14  1673.66  1594.06  1045.09
  1682.01  1140.75  9144.6   2496.    1575.46   941.42  1302.55   867.74
  1448.06  1304.53   848.26  1142.18   783.82  1139.28   822.05  1884.16
   915.67  1222.88  1255.39   904.47  1477.41 18407.33  7354.01   862.84
  1281.5    919.57  1417.05  1322.6 ]",3,3,256,256,1
rock_paper_scissors_num_classes_3_num_dev_examples_1773_num_test_examples_60_resolution_512_num_channels_3,"[40078.55   916.15   651.98   995.89   686.06   906.78   635.04   974.27
   790.05   945.9    985.84   682.15   968.04   564.17   994.16   637.91
   924.11   628.66   951.18   574.06   914.86  1106.38   631.87   971.97
 25286.65   933.56   591.18  1020.54   622.62  1027.43   847.47   607.06
   884.27   676.33   927.18   638.09   832.13   793.64  1018.63   784.34
  1188.9   1281.08   688.65  1188.05   749.5   1152.84   686.4   1128.7
   829.88  1393.06  1052.55   694.73   904.66   673.44  1121.41   673.35
  1008.56   790.42  1076.53   658.95  1021.77  1125.95  2822.47  1395.54
   917.4   1336.51   990.6   1409.62  1108.2   1584.44  1551.66  1022.27
  1591.    1105.43  8586.39  2342.9   1488.43   903.68  1249.     817.38
  1400.37  1218.39   832.26  1118.18   748.43  1082.13   789.95  1836.05
   898.44  1195.55  1236.64   903.72  1491.39 18035.16  7880.34   881.9
  1312.63   921.21  1448.31  1457.5 ]",3,3,256,256,1
stanford_dogs_num_classes_98_num_dev_examples_13203_num_test_examples_1568_resolution_128_num_channels_3,"[ 5187.8   1488.84  1009.25  1550.37  1013.49  1504.58  2111.71  2382.17
  1542.12  2337.65  2199.87  1477.58  1822.65  1026.74  1541.37  1010.27
  1498.66  1010.06  1586.95  1131.01  1599.18  1718.65  1089.38  1576.47
 25597.15  1557.64  1005.1   1496.48  1007.39  1541.36  1486.91  1197.07
  1788.15  1166.82  1736.61  1109.28  1859.37  1239.23  1524.27  1024.24
  1547.87  1500.39  1013.22  1647.82  1141.93  1667.3   1099.79  1707.09
  1075.11  1798.39  1627.    1036.12  1523.89  1052.68  1572.04  1024.5
  1768.16  1220.65  1876.08  1246.55  1784.49  1967.54  1468.65  1664.27
  1136.33  1736.75  1129.39  1679.71  1141.77  2067.61  2013.33  1345.19
  2051.63  1311.94  3337.96  1776.49  2258.15  1470.46  2172.55  1444.95
  2181.62  2726.36  1971.74  2955.94  1905.68  2803.3   1996.59  4417.62
  2403.43  3498.5   3528.84  2054.41  2555.7   2787.06  1917.24  1083.54
  1626.    1108.64  1628.15  1598.01]",3,120,256,256,1
svhn_cropped_num_classes_10_num_dev_examples_340336_num_test_examples_24890_resolution_16_num_channels_3,"[4.5430e+01 6.5900e+01 7.1190e+01 8.6610e+01 7.4030e+01 8.3990e+01
 8.7900e+01 6.7740e+01 4.6360e+01 2.1870e+01 1.2500e+01 6.2500e+00
 1.3300e+00 3.6100e+00 2.4420e+01 2.5350e+01 1.8350e+01 1.0740e+01
 1.4950e+01 1.2840e+01 8.5160e+01 1.0019e+02 5.0240e+01 2.9570e+01
 6.6230e+01 1.9300e+01 1.1670e+01 7.5200e+00 2.9230e+01 4.6330e+01
 4.3590e+01 3.7560e+01 4.1740e+01 4.8520e+01 4.8310e+01 2.6810e+01
 1.3640e+01 8.6200e+00 3.7100e+00 7.6000e-01 5.3000e-01 5.6900e+00
 2.4800e+01 3.1670e+01 1.1870e+01 5.7300e+00 1.4500e+00 8.6000e-01
 1.0500e+00 2.7400e+00 2.0000e-02 3.0000e-02 1.0000e-02 2.1000e-01
 1.9400e+00 1.1730e+01 3.5130e+01 5.7610e+01 4.6100e+01 3.9150e+01
 4.0800e+01 5.0060e+01 5.0960e+01 3.7710e+01 2.2290e+01 2.5270e+01
 3.0580e+01 3.1500e+01 2.3440e+01 2.9370e+01 4.7220e+01 5.6900e+01
 1.7890e+01 4.9800e+00 4.2500e+00 8.9000e-01 1.5900e+00 2.0000e+00
 2.6800e+00 3.0000e+00 3.5000e+00 5.0000e+00 8.1400e+00 2.0830e+01
 4.4690e+01 7.5410e+01 4.9680e+01 4.6910e+01 5.5510e+01 5.5620e+01
 5.8360e+01 6.8890e+01 7.2960e+01 2.0300e+01 2.3860e+01 2.3000e+01
 2.5040e+01 4.1610e+01 5.3820e+01 5.7110e+01]",3,10,32,32,1
tf_flowers_num_classes_5_num_dev_examples_1268_num_test_examples_185_resolution_128_num_channels_3,"[ 7947.18  1440.7    981.89  1488.57   973.16  1503.72  2316.18  3169.86
  1480.69  3824.07  2439.12  1499.45  1745.63   975.31  1523.65   989.52
  1449.52   992.04  1529.03  1031.59  1493.78  1602.23  1063.11  1521.75
 25277.09  1516.96   993.59  1472.89  1020.88  1521.64  1441.6   1098.98
  1837.61  1064.41  1630.62  1076.29  1860.08  1286.77  1489.86  1029.35
  1544.6   1478.65  1043.07  1594.22  1072.12  1563.9   1046.8   1671.78
  1061.24  1832.02  1608.94  1040.14  1557.6   1237.22  1570.31  1084.92
  1776.59  1269.87  2283.9   1305.9   1786.43  2141.52  1389.05  1690.01
  1166.75  1756.78  1128.22  1658.63  1114.61  1945.23  1914.86  1292.52
  2008.56  1325.42  2531.13  1577.04  2232.4   1562.86  2070.72  1376.69
  2104.85  2543.99  1920.22  2702.75  1776.    2383.6   1654.86  3380.33
  2130.41  3241.03  3194.8   2207.56  2924.24  2893.26  1856.63  1047.12
  1538.63  1080.06  1582.57  1531.5 ]",3,5,256,256,1
tf_flowers_num_classes_5_num_dev_examples_2216_num_test_examples_295_resolution_512_num_channels_3,"[11528.79  1488.89  1008.42  1511.7    981.32  1494.48  1579.98  1930.62
  1307.3   2115.08  2023.96  1306.75  1799.63  1004.26  1532.75  1033.79
  1458.88  1002.86  1549.71  1050.86  1573.09  1665.37  1179.29  1590.11
 24702.67  1523.96  1008.99  1485.75   988.29  1518.5   1486.16  1111.77
  1730.63  1182.17  1795.69  1213.28  1738.89  1110.8   1494.87  1033.08
  1547.09  1512.16  1011.76  1604.91  1085.02  1575.47  1123.64  1922.45
  1049.54  1754.83  1614.78  1069.51  1585.21  1033.34  1555.61  1030.84
  1778.3   1243.95  1963.9   1307.19  2059.19  1961.34  1322.43  1629.36
  1117.95  1670.87  1101.43  1623.9   1093.32  1940.54  1885.33  1407.42
  2137.67  1307.51  2206.57  1514.77  2196.36  1428.2   2194.72  1381.35
  2142.84  2611.47  1875.85  2950.54  1859.84  2729.06  1666.38  3955.5
  2188.58  2792.68  3459.51  2460.61  2929.91  2696.7   1969.02  1003.15
  1572.32  1184.54  1666.44  1499.94]",3,5,256,256,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_15697_num_test_examples_3486_resolution_128_num_channels_3,"[  84.72  100.17   65.88   98.94   67.38  107.52   76.62  115.71   68.55
  114.84  126.06   87.36   98.31   66.54   98.07   68.64   98.73   67.62
  103.17   69.48  102.03   97.29   64.47   99.3  1610.79   97.92   68.07
  105.09   69.9    98.73  102.81   71.49  104.19   74.61  109.44   77.22
  109.08   69.93   96.3    64.62  102.84   96.96   67.56   97.05   70.74
   94.26   72.66   98.64   72.06  100.89  101.49   69.12  102.18   70.89
  101.16   75.    110.61   82.17  112.89   87.15  114.42  119.73   83.58
   93.96   69.09  102.18   72.51   93.66   71.58  104.7   109.2    73.8
  109.2    77.43  125.82   89.37  125.22   91.59  126.75   87.18  151.2
  209.16  153.24  208.02  146.04  220.74  137.91  504.69  211.44  262.02
  219.78  135.24  198.15  190.95  106.83   68.76  101.13   69.36  101.76
   86.7 ]",3,2,64,64,1
visual_domain_decathlon_dtd_num_classes_28_num_dev_examples_560_num_test_examples_140_resolution_64_num_channels_3,"[ 154.3   104.76   71.88  107.23   69.34  107.7    86.85  122.16   74.64
  120.22  121.05   75.97  104.97   68.55  108.97   68.78  106.8    70.32
  108.08   68.76  106.62  105.46   70.19  102.37 1605.34  111.93   73.85
  105.17   69.91  105.47  106.08   70.81  116.63   69.06  105.57   73.04
  105.32   69.23  105.06   74.29  106.94  106.25   73.12  106.6    69.24
  108.11   71.77  107.41   68.7   103.01  109.22   69.54  106.74   71.28
  110.05   74.83  112.53   75.82  116.76   75.26  112.19  113.49   75.36
  112.59   78.05  111.23   72.82  105.5    74.15  118.66  115.37   78.26
  120.25   79.58  119.56   89.6   139.58   92.74  142.64   97.74  140.43
  172.13  131.17  212.96  146.03  211.86  137.54  250.12  184.23  278.
  265.69  145.52  183.    102.75  109.98   73.23  107.05   71.49  107.44
   92.11]",3,47,64,64,1
visual_domain_decathlon_dtd_num_classes_45_num_dev_examples_2727_num_test_examples_495_resolution_64_num_channels_3,"[ 186.9   106.99   69.86  106.23   68.94  102.61   73.68  115.16   76.76
  114.56  115.45   77.41  107.61   68.24  110.01   71.68  104.11   70.22
  110.53   68.92  105.26  112.55   73.48  106.54 1596.75  107.97   72.27
  103.67   69.25  106.74  106.79   74.16  110.42   74.22  109.13   76.17
  110.92   70.89  107.73   71.84  107.64  106.17   73.59  111.59   74.2
  108.53   76.78  108.07   69.3   106.77  108.26   70.75  103.96   73.67
  112.53   71.22  108.59   76.66  121.41   79.51  115.8   110.7    73.62
  113.21   71.93  113.26   73.78  109.88   71.86  119.83  117.31   82.79
  125.46   85.17  119.5    90.11  152.81   96.72  140.9    90.78  141.16
  166.88  125.23  191.6   123.62  191.14  127.7   233.98  200.09  271.17
  280.06  152.63  183.48  107.78  108.47   67.84  108.89   69.98  106.52
   92.54]",3,47,64,64,1
